stars,catalogs,repetitions
GJ 433,VI/137/gum_mw,3777
GJ 433,J/ApJ/822/97/table3,14
GJ 433,J/ApJ/837/96/table3,14
GJ 433,J/AJ/143/93/table3,54
GJ 433,J/MNRAS/407/1657/sample,16
GJ 433,J/MNRAS/431/2063/Mstars,35
GJ 436,III/244/catalog,429
GJ 436,III/244/mean,400
GJ 436,VI/137/gum_mw,3777
GJ 436,J/ApJ/646/505/table2,146
GJ 436,J/ApJ/692/L9/table1,25
GJ 436,J/ApJ/704/975/table3,30
GJ 436,J/ApJ/822/97/table4,15
GJ 436,J/ApJ/837/96/table5,15
GJ 436,J/ApJ/879/105/table1,34
GJ 436,J/ApJS/211/9/table1,8
GJ 436,J/A+A/612/A49/tableb1,56
GJ 436,J/A+A/614/A76/tablea2,47
GJ 436,J/A+A/614/A76/tablea3,75
GJ 436,J/A+A/623/A44/tablea1,58
GJ 436,J/A+A/627/A161/tableb1,52
GJ 436,J/A+A/656/A162/table1,71
GJ 436,J/A+A/662/A41/tableb1,63
GJ 436,J/AJ/143/93/table3,54
GJ 436,J/MNRAS/411/L46/table1,90
GJ 536,VI/137/gum_mw,3777
GJ 536,J/ApJ/822/97/table3,14
GJ 536,J/ApJ/837/96/table3,14
GJ 536,J/ApJ/898/119/table5,44
GJ 536,J/A+A/612/A49/tableb1,56
GJ 536,J/A+A/614/A76/tablea2,47
GJ 536,J/A+A/614/A76/tablea3,75
GJ 536,J/A+A/623/A44/tablea1,58
GJ 536,J/A+A/627/A161/tableb1,52
GJ 536,J/A+A/654/A118/tablea1,31
GJ 536,J/A+A/654/A168/tablee2,181
GJ 536,J/A+A/656/A162/table1,71
GJ 536,J/A+A/662/A41/tableb1,63
GJ 536,J/AJ/143/93/table3,54
GJ 536,J/AJ/153/21/table5,124
GJ 536,J/MNRAS/407/1657/sample,16
GJ 581,III/244/catalog,429
GJ 581,III/244/mean,400
GJ 581,VI/137/gum_mw,3777
GJ 581,J/ApJ/646/505/table2,146
GJ 581,J/ApJ/704/975/table3,30
GJ 581,J/ApJ/822/97/table4,15
GJ 581,J/ApJ/837/96/table5,15
GJ 581,J/ApJ/879/105/table1,34
GJ 581,J/ApJ/898/119/table5,44
GJ 581,J/ApJS/211/9/table1,8
GJ 581,J/A+A/612/A49/tableb1,56
GJ 581,J/A+A/614/A76/tablea2,47
GJ 581,J/A+A/614/A76/tablea3,75
GJ 581,J/A+A/623/A44/tablea1,58
GJ 581,J/A+A/627/A161/tableb1,52
GJ 581,J/A+A/654/A118/tablea1,31
GJ 581,J/A+A/656/A162/table1,71
GJ 581,J/A+A/662/A41/tableb1,63
GJ 581,J/AJ/143/93/table3,54
GJ 581,J/MNRAS/431/2063/Mstars,35
GJ 649,III/244/catalog,429
GJ 649,III/244/mean,400
GJ 649,VI/137/gum_mw,3777
GJ 649,J/ApJ/704/975/table3,30
GJ 649,J/ApJ/822/97/table3,14
GJ 649,J/ApJ/837/96/table3,14
GJ 649,J/ApJ/879/105/table1,34
GJ 649,J/ApJ/898/119/table5,44
GJ 649,J/A+A/537/A147/table4,89
GJ 649,J/A+A/612/A49/tableb1,56
GJ 649,J/A+A/614/A76/tablea2,47
GJ 649,J/A+A/614/A76/tablea3,75
GJ 649,J/A+A/623/A44/tablea1,58
GJ 649,J/A+A/627/A161/tableb1,52
GJ 649,J/A+A/652/A28/tablea1,35
GJ 649,J/A+A/654/A118/tablea1,31
GJ 649,J/A+A/656/A162/table1,71
GJ 649,J/A+A/662/A41/tableb1,63
GJ 649,J/AJ/143/93/table3,54
GJ 649,J/MNRAS/407/1657/sample,16
GJ 667 C,VI/137/gum_mw,3777
GJ 667 C,J/A+A/460/695/stars,21
GJ 667 C,J/AJ/143/93/table3,54
GJ 674,VI/137/gum_mw,3777
GJ 674,J/ApJ/822/97/table4,15
GJ 674,J/ApJ/837/96/table5,15
GJ 674,J/A+A/460/695/stars,21
GJ 674,J/A+A/629/A80/tableb12,45
GJ 674,J/A+A/629/A80/table6,23
GJ 674,J/A+A/654/A168/tablee2,181
GJ 674,J/AJ/143/93/table3,54
GJ 674,J/MNRAS/431/2063/Mstars,35
GJ 676 A,VI/137/gum_mw,3777
GJ 676 A,J/A+A/629/A80/tableb12,45
GJ 676 A,J/A+A/629/A80/table6,23
GJ 676 A,J/AJ/143/93/table3,54
GJ 682,VI/137/gum_mw,3777
GJ 682,J/ApJ/822/97/table5,17
GJ 682,J/ApJ/837/96/table7,15
GJ 682,J/ApJ/879/105/table1,34
GJ 682,J/A+A/629/A80/tableb12,45
GJ 682,J/A+A/629/A80/table6,23
GJ 682,J/AJ/143/93/table3,54
GJ 682,J/MNRAS/431/2063/Mstars,35
GJ 687,III/244/catalog,429
GJ 687,III/244/mean,400
GJ 687,VI/137/gum_mw,3777
GJ 687,J/ApJ/704/975/table3,30
GJ 687,J/ApJ/746/23/table2,12
GJ 687,J/ApJ/822/97/table4,15
GJ 687,J/ApJ/837/96/table5,15
GJ 687,J/ApJ/879/105/table1,34
GJ 687,J/A+A/514/A97/tablea1,5
GJ 687,J/A+A/614/A76/tablea3,75
GJ 687,J/A+A/656/A162/table1,71
GJ 687,J/A+A/662/A41/tableb1,63
GJ 687,J/AJ/143/93/table3,54
GJ 687,J/MNRAS/431/2063/Mstars,35
GJ 785,III/244/catalog,429
GJ 785,III/244/mean,400
GJ 785,VI/137/gum_mw,3777
GJ 785,J/ApJS/159/141/stars,172
GJ 785,J/A+A/520/A79/tablea1,35
GJ 785,J/A+A/537/A147/table4,89
GJ 785,J/A+A/607/A124/tablea1,77
GJ 785,J/A+A/615/A76/tablea3,138
GJ 785,J/A+A/629/A80/tableb12,45
GJ 785,J/A+A/629/A80/table6,23
GJ 785,J/A+A/634/A136/table3,138
GJ 785,J/A+A/654/A137/table1,269
GJ 785,J/A+A/654/A168/tablee2,181
GJ 785,J/AJ/143/135/table2,38
GJ 785,J/AJ/153/21/table5,124
GJ 832,VI/137/gum_mw,3777
GJ 832,J/ApJ/822/97/table3,14
GJ 832,J/ApJ/837/96/table3,14
GJ 832,J/ApJS/211/9/table1,8
GJ 832,J/A+A/629/A80/tableb12,45
GJ 832,J/A+A/629/A80/table6,23
GJ 832,J/MNRAS/407/1657/sample,16
GJ 832,J/MNRAS/431/2063/Mstars,35
GJ 849,III/244/catalog,429
GJ 849,III/244/mean,400
GJ 849,VI/137/gum_mw,3777
GJ 849,J/ApJ/704/975/table3,30
GJ 849,J/ApJ/800/22/table2,8
GJ 849,J/ApJ/822/97/table4,15
GJ 849,J/ApJ/837/96/table5,15
GJ 849,J/ApJ/898/119/table5,44
GJ 849,J/A+A/612/A49/tableb1,56
GJ 849,J/A+A/614/A76/tablea2,47
GJ 849,J/A+A/614/A76/tablea3,75
GJ 849,J/A+A/623/A44/tablea1,58
GJ 849,J/A+A/627/A161/tableb1,52
GJ 849,J/A+A/652/A28/tablea1,35
GJ 849,J/A+A/654/A118/tablea1,31
GJ 849,J/A+A/656/A162/table1,71
GJ 849,J/A+A/662/A41/tableb1,63
GJ 849,J/AJ/143/93/table3,54
GJ 849,J/MNRAS/431/2063/Mstars,35
GJ 86,III/244/catalog,429
GJ 86,III/244/mean,400
GJ 86,III/244/standard,23
GJ 86,VI/137/gum_mw,3777
GJ 86,J/ApJ/622/1102/table1,103
GJ 86,J/ApJ/646/505/table2,146
GJ 86,J/ApJS/159/141/stars,172
GJ 86,J/A+A/398/647/tablea1,13
GJ 86,J/A+A/460/695/stars,21
GJ 86,J/A+A/493/1099/table2,31
GJ 86,J/A+A/520/A79/tablea1,35
GJ 86,J/A+A/537/A147/table4,89
GJ 86,J/A+A/542/A116/table2,13
GJ 86,J/A+A/555/A11/stars,24
GJ 86,J/A+A/629/A80/tableb12,45
GJ 86,J/A+A/654/A137/table1,269
GJ 86,J/A+A/654/A168/tablee2,181
GJ 86,J/AJ/143/135/table2,38
GJ 876,III/244/catalog,429
GJ 876,III/244/mean,400
GJ 876,VI/137/gum_mw,3777
GJ 876,J/ApJ/646/505/table2,146
GJ 876,J/ApJ/704/975/table3,30
GJ 876,J/ApJ/822/40/table1,10
GJ 876,J/ApJ/822/97/table5,17
GJ 876,J/ApJ/837/96/table7,15
GJ 876,J/ApJ/879/105/table1,34
GJ 876,J/ApJS/211/9/table1,8
GJ 876,J/A+A/612/A49/tableb1,56
GJ 876,J/A+A/614/A76/tablea3,75
GJ 876,J/A+A/623/A44/tablea1,58
GJ 876,J/A+A/627/A161/tableb1,52
GJ 876,J/A+A/629/A80/tableb12,45
GJ 876,J/A+A/629/A80/table6,23
GJ 876,J/A+A/654/A168/tablee2,181
GJ 876,J/A+A/656/A162/table1,71
GJ 876,J/A+A/662/A41/tableb1,63
GJ 876,J/AJ/143/93/table3,54
GJ 876,J/AJ/153/21/table5,124
GJ 876,J/MNRAS/431/2063/Mstars,35
HAT-P-48,VI/137/gum_mw,3777
HAT-P-1,VI/137/gum_mw,3777
HAT-P-1,J/ApJ/692/L9/table1,25
HAT-P-1,J/ApJ/704/1107/htr205,2
HAT-P-1,J/A+A/576/A69/stars,146
HAT-P-1,J/A+A/654/A137/table1,269
HAT-P-1,J/MNRAS/411/L46/table1,90
HAT-P-11,VI/137/gum_mw,3777
HAT-P-11,J/ApJ/757/161/table7,57
HAT-P-11,J/ApJS/237/38/abund,807
HAT-P-11,J/A+A/636/A85/tablec1,136
HAT-P-11,J/AJ/154/107/stars,922
HAT-P-11,J/AJ/163/179/table1,1158
HAT-P-11,J/MNRAS/411/L46/table1,90
HAT-P-11,J/other/Nat/486.375/tables,142
HAT-P-12,V/156/dr7smrs,532
HAT-P-12,VI/137/gum_mw,3777
HAT-P-12,J/A+A/574/A39/table4,109
HAT-P-12,J/MNRAS/411/L46/table1,90
HAT-P-13,V/156/dr7smrs,532
HAT-P-13,VI/137/gum_mw,3777
HAT-P-13,J/ApJ/757/161/table7,57
HAT-P-13,J/MNRAS/411/L46/table1,90
HAT-P-14,VI/137/gum_mw,3777
HAT-P-14,J/ApJ/757/161/table7,57
HAT-P-14,J/ApJS/237/38/abund,807
HAT-P-14,J/MNRAS/411/L46/table1,90
HAT-P-15,VI/137/gum_mw,3777
HAT-P-15,J/ApJ/757/161/table7,57
HAT-P-15,J/ApJ/919/138/table1,542
HAT-P-15,J/MNRAS/411/L46/table1,90
HAT-P-16,VI/137/gum_mw,3777
HAT-P-16,J/ApJ/757/161/table7,57
HAT-P-16,J/A+A/574/A39/table4,109
HAT-P-16,J/MNRAS/411/L46/table1,90
HAT-P-17,VI/137/gum_mw,3777
HAT-P-17,J/ApJ/757/161/table7,57
HAT-P-18,VI/137/gum_mw,3777
HAT-P-18,J/ApJ/757/161/table7,57
HAT-P-18,J/ApJS/237/38/abund,807
HAT-P-18,J/A+A/574/A39/table4,109
HAT-P-18,J/A+A/636/A85/tablec1,136
HAT-P-18,J/MNRAS/411/L46/table1,90
HAT-P-19,VI/137/gum_mw,3777
HAT-P-19,J/ApJ/757/161/table7,57
HAT-P-19,J/A+A/574/A39/table4,109
HAT-P-19,J/MNRAS/411/L46/table1,90
HAT-P-2,VI/137/gum_mw,3777
HAT-P-2,J/ApJ/692/L9/table1,25
HAT-P-2,J/ApJ/757/161/table7,57
HAT-P-2,J/A+A/654/A137/table1,269
HAT-P-20,VI/137/gum_mw,3777
HAT-P-20,J/ApJ/757/161/table7,57
HAT-P-20,J/A+A/574/A39/table4,109
HAT-P-20,J/A+A/636/A85/tablec1,136
HAT-P-20,J/MNRAS/411/L46/table1,90
HAT-P-21,VI/137/gum_mw,3777
HAT-P-21,J/ApJ/757/161/table7,57
HAT-P-21,J/ApJ/919/138/table1,542
HAT-P-21,J/MNRAS/411/L46/table1,90
HAT-P-22,VI/137/gum_mw,3777
HAT-P-22,J/ApJ/757/161/table7,57
HAT-P-22,J/A+A/574/A39/table4,109
HAT-P-22,J/MNRAS/411/L46/table1,90
HAT-P-23,VI/137/gum_mw,3777
HAT-P-23,J/ApJ/757/161/table7,57
HAT-P-23,J/ApJ/919/138/table1,542
HAT-P-23,J/ApJS/237/38/abund,807
HAT-P-23,J/A+A/636/A85/tablec1,136
HAT-P-23,J/MNRAS/411/L46/table1,90
HAT-P-24,VI/137/gum_mw,3777
HAT-P-24,J/ApJ/757/161/table7,57
HAT-P-24,J/A+A/574/A39/table4,109
HAT-P-24,J/MNRAS/411/L46/table1,90
HAT-P-25,VI/137/gum_mw,3777
HAT-P-25,J/ApJ/757/161/table7,57
HAT-P-25,J/A+A/574/A39/table4,109
HAT-P-25,J/MNRAS/411/L46/table1,90
HAT-P-26,VI/137/gum_mw,3777
HAT-P-26,J/ApJ/757/161/table7,57
HAT-P-27,VI/137/gum_mw,3777
HAT-P-27,J/ApJS/237/38/abund,807
HAT-P-27,J/A+A/574/A39/table4,109
HAT-P-27,J/A+A/654/A168/tablee2,181
HAT-P-28,VI/137/gum_mw,3777
HAT-P-28,J/ApJ/919/138/table1,542
HAT-P-28,J/A+A/574/A39/table4,109
HAT-P-29,VI/137/gum_mw,3777
HAT-P-29,J/ApJ/757/161/table7,57
HAT-P-29,J/A+A/574/A39/table4,109
HAT-P-3,VI/137/gum_mw,3777
HAT-P-3,J/ApJ/692/L9/table1,25
HAT-P-3,J/ApJ/757/161/table7,57
HAT-P-3,J/A+A/574/A39/table4,109
HAT-P-3,J/MNRAS/411/L46/table1,90
HAT-P-30,VI/137/gum_mw,3777
HAT-P-30,J/A+A/576/A69/stars,146
HAT-P-30,J/A+A/654/A137/table1,269
HAT-P-31,VI/137/gum_mw,3777
HAT-P-31,J/ApJS/237/38/abund,807
HAT-P-32,VI/137/gum_mw,3777
HAT-P-33,V/156/dr7smrs,532
HAT-P-33,VI/137/gum_mw,3777
HAT-P-34,VI/137/gum_mw,3777
HAT-P-35,VI/137/gum_mw,3777
HAT-P-35,J/A+A/574/A39/table4,109
HAT-P-35,J/A+A/576/A69/stars,146
HAT-P-35,J/A+A/654/A137/table1,269
HAT-P-36,VI/137/gum_mw,3777
HAT-P-36,J/ApJ/919/138/table1,542
HAT-P-36,J/A+A/574/A39/table4,109
HAT-P-36,J/A+A/662/A66/table5,240
HAT-P-37,VI/137/gum_mw,3777
HAT-P-37,J/ApJ/919/138/table1,542
HAT-P-37,J/A+A/574/A39/table4,109
HAT-P-38,VI/137/gum_mw,3777
HAT-P-39,VI/137/gum_mw,3777
HAT-P-39,J/A+A/574/A39/table4,109
HAT-P-4,VI/137/gum_mw,3777
HAT-P-4,J/ApJ/692/L9/table1,25
HAT-P-4,J/ApJ/757/161/table7,57
HAT-P-4,J/ApJS/237/38/abund,807
HAT-P-4,J/A+A/576/A69/stars,146
HAT-P-4,J/MNRAS/411/L46/table1,90
HAT-P-40,VI/137/gum_mw,3777
HAT-P-40,J/ApJS/237/38/abund,807
HAT-P-40,J/A+A/574/A39/table4,109
HAT-P-41,VI/137/gum_mw,3777
HAT-P-41,J/ApJS/237/38/abund,807
HAT-P-41,J/A+A/574/A39/table4,109
HAT-P-42,VI/137/gum_mw,3777
HAT-P-42,J/ApJ/919/138/table1,542
HAT-P-43,VI/137/gum_mw,3777
HAT-P-43,J/ApJ/919/138/table1,542
HAT-P-44,VI/137/gum_mw,3777
HAT-P-44,J/ApJS/237/38/abund,807
HAT-P-45,VI/137/gum_mw,3777
HAT-P-46,VI/137/gum_mw,3777
HAT-P-47,VI/137/gum_mw,3777
HAT-P-49,VI/137/gum_mw,3777
HAT-P-49,J/A+A/574/A39/table4,109
HAT-P-49,J/A+A/647/A49/table3,11
HAT-P-5,VI/137/gum_mw,3777
HAT-P-5,J/ApJ/692/L9/table1,25
HAT-P-5,J/ApJ/757/161/table7,57
HAT-P-5,J/ApJ/919/138/table1,542
HAT-P-5,J/MNRAS/411/L46/table1,90
HAT-P-50,VI/137/gum_mw,3777
HAT-P-51,VI/137/gum_mw,3777
HAT-P-52,VI/137/gum_mw,3777
HAT-P-53,VI/137/gum_mw,3777
HAT-P-53,J/ApJ/919/138/table1,542
HAT-P-54,VI/137/gum_mw,3777
HAT-P-55,V/156/dr7smrs,532
HAT-P-55,VI/137/gum_mw,3777
HAT-P-55,J/ApJ/919/138/table1,542
HAT-P-55,J/ApJS/237/38/abund,807
HAT-P-56,V/156/dr7smrs,532
HAT-P-56,VI/137/gum_mw,3777
HAT-P-56,J/A+A/620/A58/tablea2,10
HAT-P-57,VI/137/gum_mw,3777
HAT-P-6,VI/137/gum_mw,3777
HAT-P-6,J/ApJ/692/L9/table1,25
HAT-P-6,J/ApJ/757/161/table7,57
HAT-P-6,J/A+A/576/A69/stars,146
HAT-P-6,J/A+A/654/A137/table1,269
HAT-P-6,J/MNRAS/411/L46/table1,90
HAT-P-65,VI/137/gum_mw,3777
HAT-P-65,J/ApJ/919/138/table1,542
HAT-P-66,VI/137/gum_mw,3777
HAT-P-67,VI/137/gum_mw,3777
HAT-P-7,VI/137/gum_mw,3777
HAT-P-7,J/ApJ/757/161/table7,57
HAT-P-7,J/ApJ/767/127/hosts,65
HAT-P-7,J/ApJS/237/38/abund,807
HAT-P-7,J/A+A/576/A69/stars,146
HAT-P-7,J/A+A/594/A39/tablea3,1350
HAT-P-7,J/A+A/636/A85/tablec1,136
HAT-P-7,J/A+A/654/A137/table1,269
HAT-P-7,J/AJ/154/107/stars,922
HAT-P-7,J/AJ/163/179/table1,1158
HAT-P-7,J/MNRAS/411/L46/table1,90
HAT-P-8,V/156/dr7smrs,532
HAT-P-8,VI/137/gum_mw,3777
HAT-P-8,J/ApJ/704/1107/htr205,2
HAT-P-8,J/ApJ/757/161/table7,57
HAT-P-8,J/A+A/574/A39/table4,109
HAT-P-8,J/A+A/576/A69/stars,146
HAT-P-8,J/A+A/654/A137/table1,269
HAT-P-8,J/MNRAS/411/L46/table1,90
HAT-P-9,VI/137/gum_mw,3777
HAT-P-9,J/ApJ/757/161/table7,57
HAT-P-9,J/A+A/574/A39/table4,109
HAT-P-9,J/MNRAS/411/L46/table1,90
HATS-1,VI/137/gum_mw,3777
HATS-1,J/ApJ/919/138/table1,542
HATS-10,VI/137/gum_mw,3777
HATS-10,J/ApJ/919/138/table1,542
HATS-11,VI/137/gum_mw,3777
HATS-12,VI/137/gum_mw,3777
HATS-13,VI/137/gum_mw,3777
HATS-13,J/ApJ/919/138/table1,542
HATS-14,VI/137/gum_mw,3777
HATS-15,VI/137/gum_mw,3777
HATS-16,VI/137/gum_mw,3777
HATS-16,J/ApJ/919/138/table1,542
HATS-17,VI/137/gum_mw,3777
HATS-17,J/ApJ/919/138/table1,542
HATS-18,VI/137/gum_mw,3777
HATS-18,J/ApJ/919/138/table1,542
HATS-19,VI/137/gum_mw,3777
HATS-2,VI/137/gum_mw,3777
HATS-2,J/A+A/574/A39/table4,109
HATS-20,VI/137/gum_mw,3777
HATS-21,VI/137/gum_mw,3777
HATS-22,VI/137/gum_mw,3777
HATS-22,J/MNRAS/478/4513/catalog,41
HATS-23,VI/137/gum_mw,3777
HATS-23,J/ApJ/919/138/table1,542
HATS-24,VI/137/gum_mw,3777
HATS-25,VI/137/gum_mw,3777
HATS-25,J/ApJ/919/138/table1,542
HATS-26,VI/137/gum_mw,3777
HATS-27,VI/137/gum_mw,3777
HATS-28,VI/137/gum_mw,3777
HATS-29,VI/137/gum_mw,3777
HATS-29,J/ApJ/919/138/table1,542
HATS-3,VI/137/gum_mw,3777
HATS-30,VI/137/gum_mw,3777
HATS-30,J/ApJ/919/138/table1,542
HATS-31,VI/137/gum_mw,3777
HATS-32,VI/137/gum_mw,3777
HATS-32,J/ApJ/919/138/table1,542
HATS-33,VI/137/gum_mw,3777
HATS-33,J/ApJ/919/138/table1,542
HATS-34,VI/137/gum_mw,3777
HATS-34,J/MNRAS/478/4513/catalog,41
HATS-35,VI/137/gum_mw,3777
HATS-4,VI/137/gum_mw,3777
HATS-5,VI/137/gum_mw,3777
HATS-6,VI/137/gum_mw,3777
HATS-7,VI/137/gum_mw,3777
HATS-7,J/MNRAS/478/4513/catalog,41
HATS-8,VI/137/gum_mw,3777
HATS-9,VI/137/gum_mw,3777
HD 100655,III/244/catalog,429
HD 100655,III/244/mean,400
HD 100655,VI/137/gum_mw,3777
HD 100777,VI/137/gum_mw,3777
HD 100777,J/ApJ/919/138/table1,542
HD 100777,J/A+A/615/A76/tablea3,138
HD 100777,J/A+A/634/A136/table3,138
HD 100777,J/A+A/654/A137/table1,269
HD 100777,J/A+A/654/A168/tablee2,181
HD 10180,III/244/catalog,429
HD 10180,III/244/mean,400
HD 10180,VI/137/gum_mw,3777
HD 10180,J/ApJS/159/141/stars,172
HD 10180,J/A+A/576/A69/stars,146
HD 10180,J/A+A/607/A124/tablea1,77
HD 10180,J/A+A/615/A76/tablea3,138
HD 10180,J/A+A/634/A136/table3,138
HD 10180,J/A+A/654/A137/table1,269
HD 10180,J/A+A/654/A168/tablee2,181
HD 101930,VI/137/gum_mw,3777
HD 101930,J/ApJ/646/505/table2,146
HD 101930,J/A+A/607/A124/tablea1,77
HD 101930,J/A+A/615/A76/tablea3,138
HD 101930,J/A+A/634/A136/table3,138
HD 101930,J/A+A/654/A137/table1,269
HD 101930,J/A+A/654/A168/tablee2,181
HD 102117,III/244/catalog,429
HD 102117,III/244/mean,400
HD 102117,VI/137/gum_mw,3777
HD 102117,J/ApJ/622/1102/table1,103
HD 102117,J/ApJ/646/505/table2,146
HD 102117,J/ApJS/159/141/stars,172
HD 102117,J/A+A/607/A124/tablea1,77
HD 102117,J/A+A/615/A76/tablea3,138
HD 102117,J/A+A/634/A136/table3,138
HD 102117,J/A+A/654/A137/table1,269
HD 102117,J/A+A/654/A168/tablee2,181
HD 102195,III/244/catalog,429
HD 102195,III/244/mean,400
HD 102195,VI/137/gum_mw,3777
HD 102195,J/ApJ/646/505/table2,146
HD 102195,J/A+A/654/A137/table1,269
HD 102195,J/A+AS/142/275/tablea1,9
HD 102272,VI/137/gum_mw,3777
HD 102329,VI/137/gum_mw,3777
HD 102365 A,III/244/catalog,429
HD 102365 A,III/244/mean,400
HD 102365 A,V/53A/catalog,42
HD 102365 A,VI/137/gum_mw,3777
HD 102365 A,J/ApJS/159/141/stars,172
HD 102365 A,J/A+A/493/1099/table2,31
HD 102365 A,J/A+A/520/A79/tablea1,35
HD 102365 A,J/A+A/537/A147/table4,89
HD 102365 A,J/A+A/607/A124/tablea1,77
HD 102365 A,J/A+A/615/A76/tablea3,138
HD 102365 A,J/A+A/629/A80/tableb12,45
HD 102365 A,J/A+A/629/A80/table6,23
HD 102365 A,J/A+A/634/A136/table3,138
HD 102365 A,J/A+A/654/A137/table1,269
HD 102365 A,J/A+A/654/A168/tablee2,181
HD 102365 A,J/AJ/143/135/table2,38
HD 102956,V/156/dr7smrs,532
HD 102956,VI/137/gum_mw,3777
HD 103197,VI/137/gum_mw,3777
HD 103197,J/A+A/531/A8/table4,35
HD 103197,J/A+A/537/A147/table4,89
HD 103197,J/A+A/634/A136/table3,138
HD 103197,J/A+A/654/A168/tablee2,181
HD 103197,J/MNRAS/478/4513/catalog,41
HD 103720,III/244/catalog,429
HD 103720,III/244/mean,400
HD 103720,VI/137/gum_mw,3777
HD 103720,J/A+A/576/A48/table1,6
HD 103720,J/A+A/576/A69/stars,146
HD 103720,J/A+A/634/A136/table3,138
HD 103720,J/A+A/654/A137/table1,269
HD 103720,J/A+AS/142/275/tablea1,9
HD 103774 A,III/244/catalog,429
HD 103774 A,III/244/mean,400
HD 103774 A,VI/137/gum_mw,3777
HD 103774 A,J/A+A/576/A69/stars,146
HD 104067,III/244/catalog,429
HD 104067,III/244/mean,400
HD 104067,VI/137/gum_mw,3777
HD 104067,J/ApJ/898/119/table5,44
HD 104067,J/ApJS/159/141/stars,172
HD 104067,J/A+A/537/A147/table4,89
HD 104067,J/A+A/607/A124/tablea1,77
HD 104067,J/A+A/615/A76/tablea3,138
HD 104067,J/A+A/654/A137/table1,269
HD 104067,J/A+A/654/A168/tablee2,181
HD 104067,J/A+AS/142/275/tablea1,9
HD 10442,VI/137/gum_mw,3777
HD 104985,III/244/catalog,429
HD 104985,III/244/mean,400
HD 104985,VI/137/gum_mw,3777
HD 104985,J/ApJ/646/505/table2,146
HD 104985,J/AJ/150/123/table1,18
HD 106252,III/244/catalog,429
HD 106252,III/244/mean,400
HD 106252,VI/137/gum_mw,3777
HD 106252,J/ApJ/622/1102/table1,103
HD 106252,J/ApJ/646/505/table2,146
HD 106252,J/ApJ/898/119/table5,44
HD 106252,J/ApJ/919/138/table1,542
HD 106252,J/ApJS/159/141/stars,172
HD 106252,J/A+A/515/A93/table1,12
HD 106252,J/AJ/133/2524/table1,18
HD 106252,J/AJ/153/21/table5,124
HD 106252,J/MNRAS/403/1368/stars,85
HD 106270,III/244/catalog,429
HD 106270,III/244/mean,400
HD 106270,VI/137/gum_mw,3777
HD 106315,VI/137/gum_mw,3777
HD 10647,III/244/catalog,429
HD 10647,III/244/mean,400
HD 10647,VI/137/gum_mw,3777
HD 10647,J/ApJ/622/1102/table1,103
HD 10647,J/ApJ/646/505/table2,146
HD 10647,J/ApJS/159/141/stars,172
HD 10647,J/A+A/493/1099/table2,31
HD 10647,J/A+A/555/A11/stars,24
HD 10647,J/A+A/576/A69/stars,146
HD 10647,J/A+A/615/A76/tablea3,138
HD 10647,J/A+A/634/A136/table3,138
HD 10647,J/A+A/654/A137/table1,269
HD 10647,J/AJ/143/135/table2,38
HD 106515 A,VI/137/gum_mw,3777
HD 10697,III/244/catalog,429
HD 10697,III/244/mean,400
HD 10697,VI/137/gum_mw,3777
HD 10697,J/ApJ/622/1102/table1,103
HD 10697,J/ApJ/646/505/table2,146
HD 10697,J/ApJ/919/138/table1,542
HD 10697,J/ApJS/159/141/stars,172
HD 10697,J/A+A/537/A147/table4,89
HD 10697,J/A+A/574/A50/stars,88
HD 10697,J/A+A/654/A137/table1,269
HD 10697,J/AJ/153/21/table5,124
HD 10697,J/AJ/163/183/table2,16
HD 10697,J/MNRAS/444/3517/stars,22
HD 10697,J/PASJ/57/13/table1,36
HD 107148,VI/137/gum_mw,3777
HD 107148,J/ApJ/646/505/table2,146
HD 107148,J/ApJS/159/141/stars,172
HD 107148,J/A+A/607/A124/tablea1,77
HD 107148,J/A+A/615/A76/tablea3,138
HD 107148,J/A+A/634/A136/table3,138
HD 107148,J/A+A/654/A137/table1,269
HD 107148,J/A+A/654/A168/tablee2,181
HD 107148,J/MNRAS/403/1368/stars,85
HD 108147,III/244/catalog,429
HD 108147,III/244/mean,400
HD 108147,V/36B/bsc4s,29
HD 108147,VI/137/gum_mw,3777
HD 108147,J/ApJ/622/1102/table1,103
HD 108147,J/ApJ/646/505/table2,146
HD 108147,J/ApJS/159/141/stars,172
HD 108147,J/A+A/576/A69/stars,146
HD 108147,J/A+A/615/A76/tablea3,138
HD 108147,J/A+A/634/A136/table3,138
HD 108147,J/A+A/654/A137/table1,269
HD 108341 A,III/244/catalog,429
HD 108341 A,III/244/mean,400
HD 108341 A,VI/137/gum_mw,3777
HD 108341 A,J/A+A/531/A8/table4,35
HD 108341 A,J/A+A/537/A147/table4,89
HD 108341 A,J/A+A/576/A48/table1,6
HD 108341 A,J/A+A/576/A69/stars,146
HD 108341 A,J/A+A/654/A168/tablee2,181
HD 108863,VI/137/gum_mw,3777
HD 108863,J/A+A/574/A50/stars,88
HD 108874,III/244/catalog,429
HD 108874,III/244/mean,400
HD 108874,VI/137/gum_mw,3777
HD 108874,J/ApJ/622/1102/table1,103
HD 108874,J/ApJ/646/505/table2,146
HD 108874,J/ApJ/919/138/table1,542
HD 108874,J/ApJS/159/141/stars,172
HD 108874,J/A+A/654/A137/table1,269
HD 108874,J/AJ/153/21/table5,124
HD 109246,VI/137/gum_mw,3777
HD 109246,J/ApJ/919/138/table1,542
