stars,catalogs,repetitions
K2-181,V/156/dr7smrs,532
K2-181,VI/137/gum_mw,3777
K2-182,V/156/dr7smrs,532
K2-182,VI/137/gum_mw,3777
K2-183,V/156/dr7smrs,532
K2-183,VI/137/gum_mw,3777
K2-184,V/156/dr7smrs,532
K2-184,VI/137/gum_mw,3777
K2-185,V/156/dr7smrs,532
K2-185,VI/137/gum_mw,3777
K2-185,J/A+A/662/A66/table5,240
K2-186,V/156/dr7smrs,532
K2-186,VI/137/gum_mw,3777
K2-187,V/156/dr7smrs,532
K2-187,VI/137/gum_mw,3777
K2-188,VI/137/gum_mw,3777
K2-189,VI/137/gum_mw,3777
K2-189,J/A+A/654/A168/tablee2,181
K2-190,VI/137/gum_mw,3777
K2-191,VI/137/gum_mw,3777
K2-191,J/ApJS/239/5/table1,17
K2-192,VI/137/gum_mw,3777
K2-193,VI/137/gum_mw,3777
K2-193,J/ApJS/239/5/table1,17
K2-194,VI/137/gum_mw,3777
K2-195,VI/137/gum_mw,3777
K2-195,J/ApJS/239/5/table1,17
K2-196,VI/137/gum_mw,3777
K2-197,VI/137/gum_mw,3777
K2-197,J/ApJS/239/5/table1,17
K2-197,J/A+A/654/A168/tablee2,181
K2-198,VI/137/gum_mw,3777
K2-198,J/ApJS/239/5/table1,17
K2-199,V/156/dr7smrs,532
K2-199,VI/137/gum_mw,3777
K2-199,J/ApJS/239/5/table1,17
K2-200,VI/137/gum_mw,3777
K2-201,VI/137/gum_mw,3777
K2-202,VI/137/gum_mw,3777
K2-203,VI/137/gum_mw,3777
K2-204,VI/137/gum_mw,3777
K2-205,VI/137/gum_mw,3777
K2-206,VI/137/gum_mw,3777
K2-207,VI/137/gum_mw,3777
K2-208,VI/137/gum_mw,3777
K2-209,VI/137/gum_mw,3777
K2-210,V/156/dr7smrs,532
K2-210,VI/137/gum_mw,3777
K2-211,VI/137/gum_mw,3777
K2-212,V/156/dr7smrs,532
K2-212,VI/137/gum_mw,3777
K2-213,VI/137/gum_mw,3777
K2-214,V/156/dr7smrs,532
K2-214,VI/137/gum_mw,3777
K2-214,J/A+A/654/A168/tablee2,181
K2-215,VI/137/gum_mw,3777
K2-217,VI/137/gum_mw,3777
K2-218,V/156/dr7smrs,532
K2-218,VI/137/gum_mw,3777
K2-219,VI/137/gum_mw,3777
K2-220,VI/137/gum_mw,3777
K2-221,VI/137/gum_mw,3777
K2-222,VI/137/gum_mw,3777
K2-223,VI/137/gum_mw,3777
K2-224,VI/137/gum_mw,3777
K2-225,VI/137/gum_mw,3777
K2-226,VI/137/gum_mw,3777
K2-227,VI/137/gum_mw,3777
K2-228,VI/137/gum_mw,3777
K2-230,VI/137/gum_mw,3777
K2-241,VI/137/gum_mw,3777
K2-242,VI/137/gum_mw,3777
K2-243,VI/137/gum_mw,3777
K2-244,VI/137/gum_mw,3777
K2-245,VI/137/gum_mw,3777
K2-246,VI/137/gum_mw,3777
K2-247,VI/137/gum_mw,3777
K2-248,VI/137/gum_mw,3777
K2-249,VI/137/gum_mw,3777
K2-250,VI/137/gum_mw,3777
K2-251,VI/137/gum_mw,3777
K2-252,VI/137/gum_mw,3777
K2-253,VI/137/gum_mw,3777
K2-254,VI/137/gum_mw,3777
K2-255,V/156/dr7smrs,532
K2-255,VI/137/gum_mw,3777
K2-256,VI/137/gum_mw,3777
K2-257,V/156/dr7smrs,532
K2-257,VI/137/gum_mw,3777
K2-258,VI/137/gum_mw,3777
K2-259,VI/137/gum_mw,3777
K2-268,V/156/dr7smrs,532
K2-268,VI/137/gum_mw,3777
K2-269,V/156/dr7smrs,532
K2-269,VI/137/gum_mw,3777
K2-270,V/156/dr7smrs,532
K2-270,VI/137/gum_mw,3777
K2-271,V/156/dr7smrs,532
K2-271,VI/137/gum_mw,3777
K2-272,VI/137/gum_mw,3777
K2-273,VI/137/gum_mw,3777
K2-274,VI/137/gum_mw,3777
K2-274,J/MNRAS/483/1125/table2,8
K2-275,V/156/dr7smrs,532
K2-275,VI/137/gum_mw,3777
K2-276,VI/137/gum_mw,3777
K2-277,VI/137/gum_mw,3777
K2-278,VI/137/gum_mw,3777
K2-279,V/156/dr7smrs,532
K2-279,VI/137/gum_mw,3777
K2-279,J/ApJS/239/5/table1,17
K2-280,VI/137/gum_mw,3777
K2-281,V/156/dr7smrs,532
K2-281,VI/137/gum_mw,3777
K2-282,V/156/dr7smrs,532
K2-282,VI/137/gum_mw,3777
K2-283,VI/137/gum_mw,3777
K2-42,VI/137/gum_mw,3777
K2-43,VI/137/gum_mw,3777
K2-45,VI/137/gum_mw,3777
K2-46,VI/137/gum_mw,3777
K2-47,VI/137/gum_mw,3777
K2-48,VI/137/gum_mw,3777
K2-49,VI/137/gum_mw,3777
K2-50,VI/137/gum_mw,3777
K2-54,VI/137/gum_mw,3777
K2-57,VI/137/gum_mw,3777
K2-58,VI/137/gum_mw,3777
K2-58,J/ApJS/237/38/abund,807
K2-59,VI/137/gum_mw,3777
K2-61,VI/137/gum_mw,3777
K2-62,VI/137/gum_mw,3777
K2-63,VI/137/gum_mw,3777
K2-64,VI/137/gum_mw,3777
K2-65,VI/137/gum_mw,3777
K2-68,VI/137/gum_mw,3777
K2-69,VI/137/gum_mw,3777
K2-70,VI/137/gum_mw,3777
K2-71,VI/137/gum_mw,3777
K2-72,VI/137/gum_mw,3777
K2-73,VI/137/gum_mw,3777
K2-74,VI/137/gum_mw,3777
K2-75,VI/137/gum_mw,3777
K2-79,VI/137/gum_mw,3777
K2-80,VI/137/gum_mw,3777
K2-81,VI/137/gum_mw,3777
K2-83,VI/137/gum_mw,3777
K2-84,V/156/dr7smrs,532
K2-84,VI/137/gum_mw,3777
K2-85,VI/137/gum_mw,3777
K2-86,V/156/dr7smrs,532
K2-86,VI/137/gum_mw,3777
K2-88,VI/137/gum_mw,3777
K2-89,VI/137/gum_mw,3777
K2-91,V/156/dr7smrs,532
K2-91,VI/137/gum_mw,3777
KOI-142,V/156/dr7smrs,532
KOI-142,VI/137/gum_mw,3777
KOI-142,J/ApJS/237/38/abund,807
KOI-142,J/A+A/594/A39/tablea3,1350
KOI-142,J/A+A/664/A78/table2,323
KOI-142,J/A+A/664/A78/tablec2,355
KOI-142,J/A+A/664/A78/tablec3,356
KOI-142,J/AJ/154/107/stars,922
KOI-142,J/AJ/163/179/table1,1158
KOI-142,J/other/Nat/486.375/tables,142
KOI-1599,VI/137/gum_mw,3777
KOI-1599,J/A+A/594/A39/tablea3,1350
KOI-3680,VI/137/gum_mw,3777
KOI-3680,J/ApJ/919/138/table1,542
KOI-3680,J/AJ/154/107/stars,922
KOI-3680,J/AJ/163/179/table1,1158
Kapteyn,III/244/catalog,429
Kapteyn,III/244/mean,400
Kapteyn,VI/137/gum_mw,3777
Kapteyn,J/ApJ/822/97/table2,9
Kapteyn,J/ApJ/822/97/table3,14
Kapteyn,J/ApJ/837/96/table3,14
Kapteyn,J/ApJ/898/119/table5,44
Kapteyn,J/A+A/493/1099/table2,31
Kapteyn,J/A+A/629/A80/tableb12,45
Kapteyn,J/MNRAS/407/1657/sample,16
Kapteyn,J/MNRAS/431/2063/Mstars,35
Kepler-1653,VI/137/gum_mw,3777
Kepler-1653,J/A+A/594/A39/tablea3,1350
Kepler-1653,J/A+A/662/A66/table5,240
Kepler-1654,VI/137/gum_mw,3777
Kepler-1654,J/ApJ/919/138/table1,542
Kepler-1654,J/ApJS/237/38/abund,807
Kepler-1654,J/A+A/594/A39/tablea3,1350
Kepler-1654,J/AJ/154/107/stars,922
Kepler-1654,J/AJ/161/68/table1,154
Kepler-1654,J/AJ/163/179/table1,1158
Kepler-452,V/156/dr7smrs,532
Kepler-452,VI/137/gum_mw,3777
Kepler-452,J/A+A/594/A39/tablea3,1350
Kepler-452,J/A+A/664/A78/table2,323
Kepler-452,J/A+A/664/A78/tablec2,355
Kepler-452,J/A+A/664/A78/tablec3,356
Kepler-452,J/AJ/154/107/stars,922
Kepler-452,J/AJ/163/179/table1,1158
Kepler-97,VI/137/gum_mw,3777
Kepler-97,J/ApJ/919/138/table1,542
Kepler-97,J/ApJS/210/20/table1,23
Kepler-97,J/ApJS/237/38/abund,807
Kepler-97,J/A+A/594/A39/tablea3,1350
Kepler-97,J/AJ/154/107/stars,922
Kepler-97,J/AJ/163/179/table1,1158
Kepler-97,J/other/Nat/486.375/tables,142
Kepler-98,VI/137/gum_mw,3777
Kepler-98,J/ApJS/210/20/table1,23
Kepler-98,J/ApJS/237/38/abund,807
Kepler-98,J/A+A/594/A39/tablea3,1350
Kepler-98,J/AJ/154/107/stars,922
Kepler-98,J/AJ/163/179/table1,1158
Kepler-98,J/other/Nat/486.375/tables,142
Kepler-99,VI/137/gum_mw,3777
Kepler-99,J/ApJS/210/20/table1,23
Kepler-99,J/ApJS/237/38/abund,807
Kepler-99,J/A+A/636/A85/tablec1,136
Kepler-99,J/AJ/154/107/stars,922
Kepler-99,J/AJ/163/179/table1,1158
Kepler-99,J/other/Nat/486.375/tables,142
NGC 2682 Sand 978,III/244/catalog,429
NGC 2682 Sand 978,III/244/mean,400
NGC 2682 Sand 978,V/156/dr7smrs,532
NGC 2682 Sand 978,VI/137/gum_mw,3777
NGC 2682 Sand 978,J/ApJS/257/22/table1,21
NGC 2682 Sand 978,J/A+A/526/A127/table1,4
NGC 2682 Sand 978,J/A+A/636/A85/tablec1,136
NGC 2682 Sand 978,J/A+A/654/A137/table2,4
NGC 2682 Sand 978,J/A+A/662/A66/table5,240
WASP-190,VI/137/gum_mw,3777
HD 233832,III/244/catalog,429
HD 233832,III/244/mean,400
HD 233832,VI/137/gum_mw,3777
EPIC 249893012,VI/137/gum_mw,3777
HATS-47,VI/137/gum_mw,3777
HATS-48A,VI/137/gum_mw,3777
HATS-49,VI/137/gum_mw,3777
HATS-72,VI/137/gum_mw,3777
HD 191939,VI/137/gum_mw,3777
L 168-9,VI/137/gum_mw,3777
LTT 3780,VI/137/gum_mw,3777
LTT 3780,J/A+A/614/A76/tablea2,47
LTT 3780,J/A+A/614/A76/tablea3,75
LTT 3780,J/A+A/656/A162/table1,71
LTT 3780,J/A+A/662/A41/tableb1,63
TOI-257,III/244/catalog,429
TOI-257,III/244/mean,400
TOI-257,VI/137/gum_mw,3777
TOI-1406,VI/137/gum_mw,3777
HD 332231,VI/137/gum_mw,3777
HD 79211,III/244/catalog,429
HD 79211,III/244/mean,400
HD 79211,VI/137/gum_mw,3777
HD 79211,J/ApJ/508/397/stars,5
HD 79211,J/ApJ/704/975/table3,30
HD 79211,J/ApJ/822/40/table1,10
HD 79211,J/ApJ/879/105/table1,34
HD 79211,J/ApJ/898/119/table5,44
HD 79211,J/A+A/520/A79/tablea1,35
HD 79211,J/A+A/537/A147/table4,89
HD 79211,J/A+A/555/A11/stars,24
HD 79211,J/A+A/612/A49/tableb1,56
HD 79211,J/A+A/614/A76/tablea2,47
HD 79211,J/A+A/614/A76/tablea3,75
HD 79211,J/A+A/623/A44/tablea1,58
HD 79211,J/A+A/627/A161/tableb1,52
HD 79211,J/A+A/652/A28/tablea1,35
HD 79211,J/A+A/654/A118/tablea1,31
HD 79211,J/A+A/656/A162/table1,71
HD 79211,J/A+A/662/A41/tableb1,63
HD 79211,J/AJ/143/135/table2,38
HD 79211,J/AJ/153/21/table5,124
HD 95338,III/244/catalog,429
HD 95338,III/244/mean,400
HD 95338,VI/137/gum_mw,3777
HD 95338,J/A+A/531/A8/table4,35
HD 95338,J/A+A/537/A147/table4,89
HIP 65A,VI/137/gum_mw,3777
KELT-25,VI/137/gum_mw,3777
LHS 1815,VI/137/gum_mw,3777
LHS 1815,J/MNRAS/407/1657/sample,16
TOI-1130,VI/137/gum_mw,3777
TOI-157,VI/137/gum_mw,3777
TOI-169,VI/137/gum_mw,3777
TOI-263,VI/137/gum_mw,3777
TOI-849,VI/137/gum_mw,3777
HD 63433,III/244/catalog,429
HD 63433,III/244/mean,400
HD 63433,V/36B/bsc4s,29
HD 63433,V/156/dr7smrs,532
HD 63433,VI/137/gum_mw,3777
HD 63433,J/ApJ/898/119/table5,44
HD 63433,J/ApJS/159/141/stars,172
HD 63433,J/A+A/489/923/abund,11
HD 63433,J/A+A/537/A147/table4,89
HD 63433,J/A+A/547/A106/table3,11
HD 63433,J/A+A/650/A39/tablea1,3
HD 63433,J/A+A/654/A137/table1,269
HD 63433,J/AJ/153/21/table5,124
HD 63433,J/MNRAS/444/3517/stars,22
HD 81817,III/244/catalog,429
HD 81817,III/244/mean,400
HD 81817,V/53A/catalog,42
HD 81817,VI/137/gum_mw,3777
HD 108236,III/244/catalog,429
HD 108236,III/244/mean,400
HD 108236,VI/137/gum_mw,3777
HIP 67522,VI/137/gum_mw,3777
HIP 67522,J/ApJ/738/122/table1,2
HIP 67522,J/A+A/460/695/stars,21
KOI-1783,VI/137/gum_mw,3777
KOI-1783,J/ApJS/237/38/abund,807
KOI-1783,J/AJ/154/107/stars,922
KOI-1783,J/AJ/163/179/table1,1158
NGTS-11,VI/137/gum_mw,3777
TOI-1235,VI/137/gum_mw,3777
TOI-1235,J/A+A/656/A162/table1,71
TOI-1235,J/A+A/662/A41/tableb1,63
TOI-421,VI/137/gum_mw,3777
WASP-148,VI/137/gum_mw,3777
WASP-150,VI/137/gum_mw,3777
WASP-176,VI/137/gum_mw,3777
AU Mic,III/244/catalog,429
AU Mic,III/244/mean,400
AU Mic,VI/137/gum_mw,3777
AU Mic,J/ApJ/822/40/table1,10
AU Mic,J/ApJ/822/97/table3,14
AU Mic,J/ApJ/837/96/table3,14
AU Mic,J/ApJS/211/9/table1,8
AU Mic,J/A+A/460/695/stars,21
AU Mic,J/A+A/508/833/tables,5
AU Mic,J/A+A/520/A15/tablea,3
AU Mic,J/A+A/600/A83/sample,1
AU Mic,J/A+A/629/A80/tableb12,45
AU Mic,J/A+A/639/A35/tablec1,16
AU Mic,J/A+A/645/A30/rotvel,4
AU Mic,J/A+A/650/A39/tablea3,5
AU Mic,J/A+A/652/A28/tablea1,35
AU Mic,J/A+A/656/A162/table1,71
AU Mic,J/A+A/662/A41/tableb1,63
AU Mic,J/MNRAS/407/1657/sample,16
AU Mic,J/MNRAS/431/2063/Mstars,35
AU Mic,J/AcA/62/67/catalog,7
CD Cet,III/244/catalog,429
CD Cet,VI/137/gum_mw,3777
CD Cet,J/ApJ/704/975/table3,30
CD Cet,J/ApJ/879/105/table1,34
CD Cet,J/A+A/612/A49/tableb1,56
CD Cet,J/A+A/614/A76/tablea3,75
CD Cet,J/A+A/623/A44/tablea1,58
CD Cet,J/A+A/627/A161/tableb1,52
CD Cet,J/A+A/652/A28/tablea1,35
CD Cet,J/A+A/656/A162/table1,71
CD Cet,J/A+A/662/A41/tableb1,63
CD Cet,J/MNRAS/431/2063/Mstars,35
K2-315,VI/137/gum_mw,3777
GJ 887,III/244/catalog,429
GJ 887,III/244/mean,400
GJ 887,VI/137/gum_mw,3777
GJ 887,J/ApJ/822/97/table3,14
GJ 887,J/ApJ/837/96/table3,14
GJ 887,J/ApJ/879/105/table1,34
GJ 887,J/ApJ/898/119/table5,44
GJ 887,J/A+A/460/695/stars,21
GJ 887,J/A+A/573/A126/sample,2
GJ 887,J/A+A/650/A39/tablea3,5
GJ 887,J/A+A/654/A168/tablee2,181
GJ 887,J/AJ/143/93/table3,54
GJ 887,J/MNRAS/407/1657/sample,16
TOI-1266,VI/137/gum_mw,3777
TOI-1266,J/A+A/656/A162/table1,71
TOI-1266,J/A+A/662/A41/tableb1,63
TOI-1728,VI/137/gum_mw,3777
TOI-717,V/156/dr7smrs,532
TOI-717,VI/137/gum_mw,3777
WD 1032+011,VI/137/gum_mw,3777
Wendelstein-1,VI/137/gum_mw,3777
Wendelstein-2,VI/137/gum_mw,3777
17 Sco,III/244/catalog,429
17 Sco,VI/137/gum_mw,3777
17 Sco,J/A+A/475/1003/table4,21
17 Sco,J/A+A/561/A126/table1,29
3 Cnc,VI/137/gum_mw,3777
3 Cnc,J/A+A/475/1003/table4,21
44 Uma,III/244/catalog,429
44 Uma,III/244/mean,400
44 Uma,VI/137/gum_mw,3777
44 Uma,J/A+A/363/239/table2,17
44 Uma,J/A+A/475/1003/table4,21
EPIC 201170410,VI/137/gum_mw,3777
EPIC 201757695,V/156/dr7smrs,532
EPIC 201757695,VI/137/gum_mw,3777
EPIC 246193072,VI/137/gum_mw,3777
GJ 2056,VI/137/gum_mw,3777
GJ 251,III/244/catalog,429
GJ 251,VI/137/gum_mw,3777
GJ 251,J/ApJ/704/975/table3,30
GJ 251,J/ApJ/822/97/table4,15
GJ 251,J/ApJ/837/96/table5,15
GJ 251,J/ApJ/898/119/table5,44
GJ 251,J/A+A/612/A49/tableb1,56
GJ 251,J/A+A/614/A76/tablea2,47
GJ 251,J/A+A/614/A76/tablea3,75
GJ 251,J/A+A/623/A44/tablea1,58
GJ 251,J/A+A/627/A161/tableb1,52
GJ 251,J/A+A/654/A118/tablea1,31
GJ 251,J/A+A/656/A162/table1,71
GJ 251,J/A+A/662/A41/tableb1,63
GJ 251,J/AJ/143/93/table3,54
GJ 251,J/MNRAS/431/2063/Mstars,35
GJ 3473,VI/137/gum_mw,3777
GJ 3473,J/A+A/614/A76/tablea3,75
GJ 3473,J/A+A/656/A162/table1,71
GJ 3473,J/A+A/662/A41/tableb1,63
GJ 414 A,III/244/catalog,429
GJ 414 A,III/244/mean,400
GJ 414 A,VI/137/gum_mw,3777
GJ 414 A,J/ApJ/704/975/table3,30
GJ 414 A,J/ApJ/822/97/table2,9
GJ 414 A,J/ApJ/879/105/table1,34
GJ 414 A,J/A+A/520/A79/tablea1,35
GJ 414 A,J/A+A/555/A11/stars,24
GJ 414 A,J/A+A/612/A49/tableb1,56
GJ 414 A,J/A+A/614/A76/tablea2,47
GJ 414 A,J/A+A/614/A76/tablea3,75
GJ 414 A,J/A+A/623/A44/tablea1,58
GJ 414 A,J/A+A/627/A161/tableb1,52
GJ 414 A,J/A+A/654/A118/tablea1,31
GJ 414 A,J/A+A/656/A162/table1,71
GJ 414 A,J/A+A/662/A41/tableb1,63
GJ 414 A,J/AJ/143/93/table3,54
GJ 414 A,J/AJ/143/135/table2,38
GJ 414 A,J/AJ/153/21/table5,124
GJ 480,III/244/catalog,429
GJ 480,III/244/mean,400
GJ 480,VI/137/gum_mw,3777
GJ 480,J/ApJ/704/975/table3,30
GJ 480,J/ApJ/822/97/table4,15
GJ 480,J/ApJ/837/96/table5,15
GJ 480,J/A+A/612/A49/tableb1,56
GJ 480,J/A+A/614/A76/tablea2,47
GJ 480,J/A+A/614/A76/tablea3,75
GJ 480,J/A+A/623/A44/tablea1,58
GJ 480,J/A+A/627/A161/tableb1,52
GJ 480,J/A+A/654/A118/tablea1,31
GJ 480,J/A+A/656/A162/table1,71
GJ 480,J/A+A/662/A41/tableb1,63
GJ 480,J/AJ/143/93/table3,54
GJ 9066,III/244/catalog,429
GJ 9066,III/244/mean,400
GJ 9066,VI/137/gum_mw,3777
GJ 9066,J/ApJ/704/975/table3,30
GJ 9066,J/ApJ/746/23/table2,12
GJ 9066,J/A+A/612/A49/tableb1,56
GJ 9066,J/A+A/614/A76/tablea2,47
GJ 9066,J/A+A/614/A76/tablea3,75
GJ 9066,J/A+A/623/A44/tablea1,58
GJ 9066,J/A+A/627/A161/tableb1,52
GJ 9066,J/A+A/652/A28/tablea1,35
GJ 9066,J/A+A/656/A162/table1,71
GJ 9066,J/AJ/143/93/table3,54
GJ 9066,J/MNRAS/431/2063/Mstars,35
GPX-1,V/156/dr7smrs,532
GPX-1,VI/137/gum_mw,3777
HAT-P-58,V/156/dr7smrs,532
HAT-P-58,VI/137/gum_mw,3777
HAT-P-59,VI/137/gum_mw,3777
HAT-P-60,VI/137/gum_mw,3777
HAT-P-61,VI/137/gum_mw,3777
HAT-P-62,VI/137/gum_mw,3777
HAT-P-62,J/ApJS/257/22/table1,21
HAT-P-63,VI/137/gum_mw,3777
HAT-P-64,VI/137/gum_mw,3777
HAT-P-68,VI/137/gum_mw,3777
HATS-37A,III/244/catalog,429
HATS-37A,VI/137/gum_mw,3777
HATS-38,VI/137/gum_mw,3777
HD 238090,VI/137/gum_mw,3777
HD 238090,J/ApJ/822/40/table1,10
HD 238090,J/ApJ/822/97/table5,17
HD 238090,J/ApJ/837/96/table7,15
HD 238090,J/A+A/537/A147/table4,89
HD 238090,J/A+A/612/A49/tableb1,56
HD 238090,J/A+A/614/A76/tablea2,47
HD 238090,J/A+A/614/A76/tablea3,75
HD 238090,J/A+A/623/A44/tablea1,58
HD 238090,J/A+A/627/A161/tableb1,52
HD 238090,J/A+A/654/A118/tablea1,31
HD 238090,J/A+A/656/A162/table1,71
HD 238090,J/A+A/662/A41/tableb1,63
HD 25723,VI/137/gum_mw,3777
HD 25723,J/A+A/475/1003/table4,21
HIP 107772,VI/137/gum_mw,3777
HIP 38594,VI/137/gum_mw,3777
HIP 4845,VI/137/gum_mw,3777
HIP 4845,J/ApJ/822/97/table2,9
HIP 4845,J/A+A/520/A79/tablea1,35
HIP 4845,J/A+A/654/A168/tablee2,181
LP 714-47,VI/137/gum_mw,3777
LP 714-47,J/A+A/656/A162/table1,71
LP 714-47,J/A+A/662/A41/tableb1,63
LTT 9779,VI/137/gum_mw,3777
NGTS-12,VI/137/gum_mw,3777
TIC 237913194,VI/137/gum_mw,3777
TOI-122,VI/137/gum_mw,3777
TOI-1899,VI/137/gum_mw,3777
TOI-1899,J/A+A/594/A39/tablea3,1350
TOI-237,VI/137/gum_mw,3777
TOI-481,VI/137/gum_mw,3777
TOI-540,VI/137/gum_mw,3777
TOI-561,VI/137/gum_mw,3777
TOI-763,VI/137/gum_mw,3777
TOI-776,VI/137/gum_mw,3777
TOI-811,VI/137/gum_mw,3777
TOI-824,VI/137/gum_mw,3777
TOI-852,VI/137/gum_mw,3777
TOI-892,VI/137/gum_mw,3777
TOI-954,VI/137/gum_mw,3777
TVLM 513-46546,III/244/catalog,429
TVLM 513-46546,III/244/mean,400
TVLM 513-46546,VI/137/gum_mw,3777
TVLM 513-46546,J/ApJ/648/629/table1,3
TVLM 513-46546,J/ApJ/704/975/table3,30
TVLM 513-46546,J/ApJ/746/23/table2,12
TVLM 513-46546,J/A+A/549/A131/tablea1,3
TVLM 513-46546,J/A+A/566/A130/rotation,7
WASP-186,VI/137/gum_mw,3777
WASP-187,VI/137/gum_mw,3777
HIP 48714,VI/137/gum_mw,3777
HIP 48714,J/A+A/612/A49/tableb1,56
HIP 48714,J/A+A/614/A76/tablea2,47
HIP 48714,J/A+A/614/A76/tablea3,75
HIP 48714,J/A+A/623/A44/tablea1,58
HIP 48714,J/A+A/627/A161/tableb1,52
HIP 48714,J/A+A/652/A28/tablea1,35
HIP 48714,J/A+A/654/A118/tablea1,31
HIP 48714,J/A+A/656/A162/table1,71
HIP 48714,J/A+A/662/A41/tableb1,63
HIP 48714,J/AJ/143/93/table3,54
WD 1856+534,VI/137/gum_mw,3777
WD 1856+534,J/A+A/614/A76/tablea3,75
K2-316,VI/137/gum_mw,3777
K2-317,VI/137/gum_mw,3777
K2-318,VI/137/gum_mw,3777
K2-319,V/156/dr7smrs,532
K2-319,VI/137/gum_mw,3777
K2-320,VI/137/gum_mw,3777
K2-321,VI/137/gum_mw,3777
K2-322,VI/137/gum_mw,3777
K2-323,V/156/dr7smrs,532
K2-323,VI/137/gum_mw,3777
K2-324,V/156/dr7smrs,532
K2-324,VI/137/gum_mw,3777
K2-325,VI/137/gum_mw,3777
K2-326,VI/137/gum_mw,3777
Kepler-1663,V/156/dr7smrs,532
Kepler-1663,VI/137/gum_mw,3777
Kepler-1663,J/A+A/594/A39/tablea3,1350
Kepler-1663,J/A+A/664/A78/table2,323
Kepler-1663,J/A+A/664/A78/tablec2,355
Kepler-1663,J/A+A/664/A78/tablec3,356
Kepler-1663,J/AJ/163/179/table1,1158
Kepler-1664,VI/137/gum_mw,3777
Kepler-1664,J/ApJS/237/38/abund,807
Kepler-1664,J/A+A/594/A39/tablea3,1350
Kepler-1664,J/A+A/664/A78/table2,323
Kepler-1664,J/A+A/664/A78/tablec2,355
Kepler-1664,J/A+A/664/A78/tablec3,356
Kepler-1664,J/AJ/154/107/stars,922
Kepler-1664,J/AJ/163/179/table1,1158
Kepler-1665,V/156/dr7smrs,532
Kepler-1665,VI/137/gum_mw,3777
Kepler-1665,J/ApJS/237/38/abund,807
Kepler-1665,J/A+A/594/A39/tablea3,1350
Kepler-1665,J/A+A/664/A78/table2,323
Kepler-1665,J/A+A/664/A78/tablec2,355
Kepler-1665,J/A+A/664/A78/tablec3,356
Kepler-1665,J/AJ/154/107/stars,922
Kepler-1665,J/AJ/163/179/table1,1158
Kepler-1666,VI/137/gum_mw,3777
Kepler-1666,J/A+A/594/A39/tablea3,1350
Kepler-1667,VI/137/gum_mw,3777
Kepler-1667,J/ApJS/237/38/abund,807
Kepler-1667,J/A+A/594/A39/tablea3,1350
Kepler-1667,J/AJ/154/107/stars,922
Kepler-1667,J/AJ/163/179/table1,1158
Kepler-1668,VI/137/gum_mw,3777
Kepler-1668,J/A+A/594/A39/tablea3,1350
Kepler-1669,VI/137/gum_mw,3777
Kepler-1669,J/A+A/594/A39/tablea3,1350
Kepler-1669,J/AJ/163/179/table1,1158
Kepler-1670,VI/137/gum_mw,3777
Kepler-1671,VI/137/gum_mw,3777
Kepler-1671,J/ApJS/237/38/abund,807
Kepler-1671,J/A+A/594/A39/tablea3,1350
Kepler-1671,J/AJ/154/107/stars,922
Kepler-1671,J/AJ/163/179/table1,1158
Kepler-1672,VI/137/gum_mw,3777
Kepler-1672,J/ApJS/237/38/abund,807
Kepler-1672,J/A+A/594/A39/tablea3,1350
Kepler-1672,J/AJ/154/107/stars,922
Kepler-1672,J/AJ/163/179/table1,1158
Kepler-1673,VI/137/gum_mw,3777
Kepler-1673,J/ApJS/237/38/abund,807
Kepler-1673,J/A+A/594/A39/tablea3,1350
Kepler-1673,J/AJ/154/107/stars,922
Kepler-1673,J/AJ/163/179/table1,1158
Kepler-1674,VI/137/gum_mw,3777
Kepler-1674,J/A+A/594/A39/tablea3,1350
Kepler-1674,J/A+A/664/A78/tablec2,355
Kepler-1674,J/A+A/664/A78/tablec3,356
Kepler-1675,VI/137/gum_mw,3777
Kepler-1675,J/ApJS/237/38/abund,807
Kepler-1675,J/AJ/154/107/stars,922
Kepler-1675,J/AJ/163/179/table1,1158
Kepler-1677,VI/137/gum_mw,3777
Kepler-1677,J/ApJS/237/38/abund,807
Kepler-1677,J/A+A/594/A39/tablea3,1350
Kepler-1677,J/AJ/154/107/stars,922
Kepler-1677,J/AJ/163/179/table1,1158
Kepler-1678,VI/137/gum_mw,3777
Kepler-1678,J/A+A/594/A39/tablea3,1350
Kepler-1679,VI/137/gum_mw,3777
Kepler-1679,J/A+A/594/A39/tablea3,1350
Kepler-1680,VI/137/gum_mw,3777
Kepler-1680,J/ApJS/237/38/abund,807
Kepler-1680,J/A+A/594/A39/tablea3,1350
Kepler-1680,J/A+A/662/A66/table5,240
Kepler-1680,J/AJ/154/107/stars,922
Kepler-1680,J/AJ/163/179/table1,1158
Kepler-1681,VI/137/gum_mw,3777
Kepler-1681,J/A+A/594/A39/tablea3,1350
Kepler-1682,VI/137/gum_mw,3777
Kepler-1682,J/A+A/594/A39/tablea3,1350
Kepler-1683,VI/137/gum_mw,3777
Kepler-1683,J/A+A/594/A39/tablea3,1350
Kepler-1684,VI/137/gum_mw,3777
Kepler-1685,VI/137/gum_mw,3777
Kepler-1685,J/A+A/594/A39/tablea3,1350
Kepler-1686,V/156/dr7smrs,532
Kepler-1686,VI/137/gum_mw,3777
Kepler-1686,J/ApJS/237/38/abund,807
Kepler-1686,J/A+A/636/A85/tablec1,136
Kepler-1686,J/A+A/664/A78/table2,323
